0.241904762,0.618992,0.305124717,[2] 
0.241904762,2793.83,0.305124717,[1] 
0.547052154,0,0.000000000
1.367097506,0.547927,0.133492063,[2] 
1.367097506,2793.83,0.133492063,[1] 
1.500589569,0,0.000000000
4.037006803,0.481559,0.152562358,[2] 
4.037006803,2793.83,0.152562358,[1] 
4.189569161,0,0.000000000
4.199115646,0.596361,0.209773243,[2] 
4.199115646,2793.83,0.209773243,[1] 
4.408888889,0,0.000000000
5.534058957,0.408454,0.162108844,[2] 
5.534058957,2793.83,0.162108844,[1] 
5.696167800,0,0.000000000
6.115736961,0.627439,0.266984127,[2] 
6.115736961,2793.83,0.266984127,[1] 
6.382721088,0,0.000000000
7.097868481,0.45928,0.266984127,[2] 
7.097868481,2793.83,0.266984127,[1] 
7.364875283,0,0.000000000
8.880997732,0.515447,0.266984127,[2] 
8.880997732,2793.83,0.266984127,[1] 
9.147981859,0,0.000000000
10.015714286,0.388262,0.247913832,[2] 
10.015714286,2793.83,0.247913832,[1] 
10.263628118,0,0.000000000
11.903718821,0.547451,0.247913832,[2] 
11.903718821,2793.83,0.247913832,[1] 
12.151632653,0,0.000000000
13.515215420,0.365735,0.266984127,[2] 
13.515215420,2793.83,0.266984127,[1] 
13.782199546,0,0.000000000
18.998072562,0.493365,0.247913832,[2] 
18.998072562,2793.83,0.247913832,[1] 
19.245986395,0,0.000000000
21.944512472,0.54482,0.247913832,[2] 
21.944512472,2793.83,0.247913832,[1] 
22.192426304,0,0.000000000
26.483356009,0.508033,0.133492063,[2] 
26.483356009,2793.83,0.133492063,[1] 
26.616870748,0,0.000000000
29.982857143,0.433611,0.209773243,[2] 
29.982857143,2793.83,0.209773243,[1] 
30.192630385,0,0.000000000
30.793378685,0.420919,0.228843537,[2] 
30.793378685,2793.83,0.228843537,[1] 
31.022222222,0,0.000000000
34.121224490,0.609908,0.181179138,[2] 
34.121224490,2793.83,0.181179138,[1] 
34.302403628,0,0.000000000
34.721950113,0.587347,0.209773243,[2] 
34.721950113,2793.83,0.209773243,[1] 
34.931746032,0,0.000000000